country_iso3,data_year,fiscal_year,income_group_code,income_group
ABW,1987,FY89,H,High income
ABW,1988,FY90,H,High income
ABW,1989,FY91,H,High income
ABW,1990,FY92,H,High income
ABW,1991,FY93,UM,Upper middle income
ABW,1992,FY94,UM,Upper middle income
ABW,1993,FY95,UM,Upper middle income
ABW,1994,FY96,H,High income
ABW,1995,FY97,H,High income
ABW,1996,FY98,H,High income
ABW,1997,FY99,H,High income
ABW,1998,FY00,H,High income
ABW,1999,FY01,H,High income
ABW,2000,FY02,H,High income
ABW,2001,FY03,H,High income
ABW,2002,FY04,H,High income
ABW,2003,FY05,H,High income
ABW,2004,FY06,H,High income
ABW,2005,FY07,H,High income
ABW,2006,FY08,H,High income
ABW,2007,FY09,H,High income
ABW,2008,FY10,H,High income
ABW,2009,FY11,H,High income
ABW,2010,FY12,H,High income
ABW,2011,FY13,H,High income
ABW,2012,FY14,H,High income
ABW,2013,FY15,H,High income
ABW,2014,FY16,H,High income
ABW,2015,FY17,H,High income
ABW,2016,FY18,H,High income
ABW,2017,FY19,H,High income
ABW,2018,FY20,H,High income
ABW,2019,FY21,H,High income
ABW,2020,FY22,H,High income
ABW,2021,FY23,H,High income
ABW,2022,FY24,H,High income
ABW,2023,FY25,H,High income
ABW,2024,FY26,H,High income
ABW,2025,FY27,H,High income
AGO,1988,FY90,LM,Lower middle income
AGO,1989,FY91,LM,Lower middle income
AGO,1990,FY92,LM,Lower middle income
AGO,1991,FY93,LM,Lower middle income
AGO,1992,FY94,LM,Lower middle income
AGO,1993,FY95,LM,Lower middle income
AGO,1994,FY96,LM,Lower middle income
AGO,1995,FY97,L,Low income
AGO,1996,FY98,L,Low income
AGO,1997,FY99,L,Low income
AGO,1998,FY00,L,Low income
AGO,1999,FY01,L,Low income
AGO,2000,FY02,L,Low income
AGO,2001,FY03,L,Low income
AGO,2002,FY04,L,Low income
AGO,2003,FY05,L,Low income
AGO,2004,FY06,LM,Lower middle income
AGO,2005,FY07,LM,Lower middle income
AGO,2006,FY08,LM,Lower middle income
AGO,2007,FY09,LM,Lower middle income
AGO,2008,FY10,LM,Lower middle income
AGO,2009,FY11,LM,Lower middle income
AGO,2010,FY12,LM,Lower middle income
AGO,2011,FY13,UM,Upper middle income
AGO,2012,FY14,UM,Upper middle income
AGO,2013,FY15,UM,Upper middle income
AGO,2014,FY16,UM,Upper middle income
AGO,2015,FY17,UM,Upper middle income
AGO,2016,FY18,LM,Lower middle income
AGO,2017,FY19,LM,Lower middle income
AGO,2018,FY20,LM,Lower middle income
AGO,2019,FY21,LM,Lower middle income
AGO,2020,FY22,LM,Lower middle income
AGO,2021,FY23,LM,Lower middle income
AGO,2022,FY24,LM,Lower middle income
AGO,2023,FY25,LM,Lower middle income
AGO,2024,FY26,LM,Lower middle income
AGO,2025,FY27,LM,Lower middle income
ANT,1987,FY89,UM,Upper middle income
ANT,1988,FY90,UM,Upper middle income
ANT,1989,FY91,UM,Upper middle income
ANT,1990,FY92,UM,Upper middle income
ANT,1991,FY93,UM,Upper middle income
ANT,1992,FY94,UM,Upper middle income
ANT,1993,FY95,UM,Upper middle income
ANT,1994,FY96,H,High income
ANT,1995,FY97,H,High income
ANT,1996,FY98,H,High income
ANT,1997,FY99,H,High income
ANT,1998,FY00,H,High income
ANT,1999,FY01,H,High income
ANT,2000,FY02,H,High income
ANT,2001,FY03,H,High income
ANT,2002,FY04,H,High income
ANT,2003,FY05,H,High income
ANT,2004,FY06,H,High income
ANT,2005,FY07,H,High income
ANT,2006,FY08,H,High income
ANT,2007,FY09,H,High income
ANT,2008,FY10,H,High income
ANT,2009,FY11,H,High income
ARE,1987,FY89,H,High income
ARE,1988,FY90,H,High income
ARE,1989,FY91,H,High income
ARE,1990,FY92,H,High income
ARE,1991,FY93,H,High income
ARE,1992,FY94,H,High income
ARE,1993,FY95,H,High income
ARE,1994,FY96,H,High income
ARE,1995,FY97,H,High income
ARE,1996,FY98,H,High income
ARE,1997,FY99,H,High income
ARE,1998,FY00,H,High income
ARE,1999,FY01,H,High income
ARE,2000,FY02,H,High income
ARE,2001,FY03,H,High income
ARE,2002,FY04,H,High income
ARE,2003,FY05,H,High income
ARE,2004,FY06,H,High income
ARE,2005,FY07,H,High income
ARE,2006,FY08,H,High income
ARE,2007,FY09,H,High income
ARE,2008,FY10,H,High income
ARE,2009,FY11,H,High income
ARE,2010,FY12,H,High income
ARE,2011,FY13,H,High income
ARE,2012,FY14,H,High income
ARE,2013,FY15,H,High income
ARE,2014,FY16,H,High income
ARE,2015,FY17,H,High income
ARE,2016,FY18,H,High income
ARE,2017,FY19,H,High income
ARE,2018,FY20,H,High income
ARE,2019,FY21,H,High income
ARE,2020,FY22,H,High income
ARE,2021,FY23,H,High income
ARE,2022,FY24,H,High income
ARE,2023,FY25,H,High income
ARE,2024,FY26,H,High income
ARE,2025,FY27,H,High income
ARG,1987,FY89,UM,Upper middle income
ARG,1988,FY90,UM,Upper middle income
ARG,1989,FY91,LM,Lower middle income
ARG,1990,FY92,LM,Lower middle income
ARG,1991,FY93,UM,Upper middle income
ARG,1992,FY94,UM,Upper middle income
ARG,1993,FY95,UM,Upper middle income
ARG,1994,FY96,UM,Upper middle income
ARG,1995,FY97,UM,Upper middle income
ARG,1996,FY98,UM,Upper middle income
ARG,1997,FY99,UM,Upper middle income
ARG,1998,FY00,UM,Upper middle income
ARG,1999,FY01,UM,Upper middle income
ARG,2000,FY02,UM,Upper middle income
ARG,2001,FY03,UM,Upper middle income
ARG,2002,FY04,UM,Upper middle income
ARG,2003,FY05,UM,Upper middle income
ARG,2004,FY06,UM,Upper middle income
ARG,2005,FY07,UM,Upper middle income
ARG,2006,FY08,UM,Upper middle income
ARG,2007,FY09,UM,Upper middle income
ARG,2008,FY10,UM,Upper middle income
ARG,2009,FY11,UM,Upper middle income
ARG,2010,FY12,UM,Upper middle income
ARG,2011,FY13,UM,Upper middle income
ARG,2012,FY14,UM,Upper middle income
ARG,2013,FY15,UM,Upper middle income
ARG,2014,FY16,H,High income
ARG,2015,FY17,UM,Upper middle income
ARG,2016,FY18,UM,Upper middle income
ARG,2017,FY19,H,High income
ARG,2018,FY20,UM,Upper middle income
ARG,2019,FY21,UM,Upper middle income
ARG,2020,FY22,UM,Upper middle income
ARG,2021,FY23,UM,Upper middle income
ARG,2022,FY24,UM,Upper middle income
ARG,2023,FY25,UM,Upper middle income
ARG,2024,FY26,UM,Upper middle income
ARG,2025,FY27,UM,Upper middle income
ARM,1991,FY93,LM,Lower middle income
ARM,1992,FY94,LM,Lower middle income
ARM,1993,FY95,L,Low income
ARM,1994,FY96,L,Low income
ARM,1995,FY97,L,Low income
ARM,1996,FY98,L,Low income
ARM,1997,FY99,L,Low income
ARM,1998,FY00,L,Low income
ARM,1999,FY01,L,Low income
ARM,2000,FY02,L,Low income
ARM,2001,FY03,L,Low income
ARM,2002,FY04,LM,Lower middle income
ARM,2003,FY05,LM,Lower middle income
ARM,2004,FY06,LM,Lower middle income
ARM,2005,FY07,LM,Lower middle income
ARM,2006,FY08,LM,Lower middle income
ARM,2007,FY09,LM,Lower middle income
ARM,2008,FY10,LM,Lower middle income
ARM,2009,FY11,LM,Lower middle income
ARM,2010,FY12,LM,Lower middle income
ARM,2011,FY13,LM,Lower middle income
ARM,2012,FY14,LM,Lower middle income
ARM,2013,FY15,LM,Lower middle income
ARM,2014,FY16,LM,Lower middle income
ARM,2015,FY17,LM,Lower middle income
ARM,2016,FY18,LM,Lower middle income
ARM,2017,FY19,UM,Upper middle income
ARM,2018,FY20,UM,Upper middle income
ARM,2019,FY21,UM,Upper middle income
ARM,2020,FY22,UM,Upper middle income
ARM,2021,FY23,UM,Upper middle income
ARM,2022,FY24,UM,Upper middle income
ARM,2023,FY25,UM,Upper middle income
ARM,2024,FY26,UM,Upper middle income
ARM,2025,FY27,UM,Upper middle income
ATG,1987,FY89,UM,Upper middle income
ATG,1988,FY90,UM,Upper middle income
ATG,1989,FY91,UM,Upper middle income
ATG,1990,FY92,UM,Upper middle income
ATG,1991,FY93,UM,Upper middle income
ATG,1992,FY94,UM,Upper middle income
ATG,1993,FY95,UM,Upper middle income
ATG,1994,FY96,UM,Upper middle income
ATG,1995,FY97,UM,Upper middle income
ATG,1996,FY98,UM,Upper middle income
ATG,1997,FY99,UM,Upper middle income
ATG,1998,FY00,UM,Upper middle income
ATG,1999,FY01,UM,Upper middle income
ATG,2000,FY02,UM,Upper middle income
ATG,2001,FY03,UM,Upper middle income
ATG,2002,FY04,H,High income
ATG,2003,FY05,UM,Upper middle income
ATG,2004,FY06,UM,Upper middle income
ATG,2005,FY07,H,High income
ATG,2006,FY08,H,High income
ATG,2007,FY09,H,High income
ATG,2008,FY10,H,High income
ATG,2009,FY11,UM,Upper middle income
ATG,2010,FY12,UM,Upper middle income
ATG,2011,FY13,UM,Upper middle income
ATG,2012,FY14,H,High income
ATG,2013,FY15,H,High income
ATG,2014,FY16,H,High income
ATG,2015,FY17,H,High income
ATG,2016,FY18,H,High income
ATG,2017,FY19,H,High income
ATG,2018,FY20,H,High income
ATG,2019,FY21,H,High income
ATG,2020,FY22,H,High income
ATG,2021,FY23,H,High income
ATG,2022,FY24,H,High income
ATG,2023,FY25,H,High income
ATG,2024,FY26,H,High income
ATG,2025,FY27,H,High income
AUS,1987,FY89,H,High income
AUS,1988,FY90,H,High income
AUS,1989,FY91,H,High income
AUS,1990,FY92,H,High income
AUS,1991,FY93,H,High income
AUS,1992,FY94,H,High income
AUS,1993,FY95,H,High income
AUS,1994,FY96,H,High income
AUS,1995,FY97,H,High income
AUS,1996,FY98,H,High income
AUS,1997,FY99,H,High income
AUS,1998,FY00,H,High income
AUS,1999,FY01,H,High income
AUS,2000,FY02,H,High income
AUS,2001,FY03,H,High income
AUS,2002,FY04,H,High income
AUS,2003,FY05,H,High income
AUS,2004,FY06,H,High income
AUS,2005,FY07,H,High income
AUS,2006,FY08,H,High income
AUS,2007,FY09,H,High income
AUS,2008,FY10,H,High income
AUS,2009,FY11,H,High income
AUS,2010,FY12,H,High income
AUS,2011,FY13,H,High income
AUS,2012,FY14,H,High income
AUS,2013,FY15,H,High income
AUS,2014,FY16,H,High income
AUS,2015,FY17,H,High income
AUS,2016,FY18,H,High income
AUS,2017,FY19,H,High income
AUS,2018,FY20,H,High income
AUS,2019,FY21,H,High income
AUS,2020,FY22,H,High income
AUS,2021,FY23,H,High income
AUS,2022,FY24,H,High income
AUS,2023,FY25,H,High income
AUS,2024,FY26,H,High income
AUS,2025,FY27,H,High income
AUT,1987,FY89,H,High income
AUT,1988,FY90,H,High income
AUT,1989,FY91,H,High income
AUT,1990,FY92,H,High income
AUT,1991,FY93,H,High income
AUT,1992,FY94,H,High income
AUT,1993,FY95,H,High income
AUT,1994,FY96,H,High income
AUT,1995,FY97,H,High income
AUT,1996,FY98,H,High income
AUT,1997,FY99,H,High income
AUT,1998,FY00,H,High income
AUT,1999,FY01,H,High income
AUT,2000,FY02,H,High income
AUT,2001,FY03,H,High income
AUT,2002,FY04,H,High income
AUT,2003,FY05,H,High income
AUT,2004,FY06,H,High income
AUT,2005,FY07,H,High income
AUT,2006,FY08,H,High income
AUT,2007,FY09,H,High income
AUT,2008,FY10,H,High income
AUT,2009,FY11,H,High income
AUT,2010,FY12,H,High income
AUT,2011,FY13,H,High income
AUT,2012,FY14,H,High income
AUT,2013,FY15,H,High income
AUT,2014,FY16,H,High income
AUT,2015,FY17,H,High income
AUT,2016,FY18,H,High income
AUT,2017,FY19,H,High income
AUT,2018,FY20,H,High income
AUT,2019,FY21,H,High income
AUT,2020,FY22,H,High income
AUT,2021,FY23,H,High income
AUT,2022,FY24,H,High income
AUT,2023,FY25,H,High income
AUT,2024,FY26,H,High income
AUT,2025,FY27,H,High income
AZE,1991,FY93,LM,Lower middle income
AZE,1992,FY94,LM,Lower middle income
AZE,1993,FY95,LM,Lower middle income
AZE,1994,FY96,L,Low income
AZE,1995,FY97,L,Low income
AZE,1996,FY98,L,Low income
AZE,1997,FY99,L,Low income
AZE,1998,FY00,L,Low income
AZE,1999,FY01,L,Low income
AZE,2000,FY02,L,Low income
AZE,2001,FY03,L,Low income
AZE,2002,FY04,L,Low income
AZE,2003,FY05,LM,Lower middle income
AZE,2004,FY06,LM,Lower middle income
AZE,2005,FY07,LM,Lower middle income
AZE,2006,FY08,LM,Lower middle income
AZE,2007,FY09,LM,Lower middle income
AZE,2008,FY10,LM,Lower middle income
AZE,2009,FY11,UM,Upper middle income
AZE,2010,FY12,UM,Upper middle income
AZE,2011,FY13,UM,Upper middle income
AZE,2012,FY14,UM,Upper middle income
AZE,2013,FY15,UM,Upper middle income
AZE,2014,FY16,UM,Upper middle income
AZE,2015,FY17,UM,Upper middle income
AZE,2016,FY18,UM,Upper middle income
AZE,2017,FY19,UM,Upper middle income
AZE,2018,FY20,UM,Upper middle income
AZE,2019,FY21,UM,Upper middle income
AZE,2020,FY22,UM,Upper middle income
AZE,2021,FY23,UM,Upper middle income
AZE,2022,FY24,UM,Upper middle income
AZE,2023,FY25,UM,Upper middle income
AZE,2024,FY26,UM,Upper middle income
AZE,2025,FY27,UM,Upper middle income
BDI,1987,FY89,L,Low income
BDI,1988,FY90,L,Low income
BDI,1989,FY91,L,Low income
BDI,1990,FY92,L,Low income
BDI,1991,FY93,L,Low income
BDI,1992,FY94,L,Low income
BDI,1993,FY95,L,Low income
BDI,1994,FY96,L,Low income
BDI,1995,FY97,L,Low income
BDI,1996,FY98,L,Low income
BDI,1997,FY99,L,Low income
BDI,1998,FY00,L,Low income
BDI,1999,FY01,L,Low income
BDI,2000,FY02,L,Low income
BDI,2001,FY03,L,Low income
BDI,2002,FY04,L,Low income
BDI,2003,FY05,L,Low income
BDI,2004,FY06,L,Low income
BDI,2005,FY07,L,Low income
BDI,2006,FY08,L,Low income
BDI,2007,FY09,L,Low income
BDI,2008,FY10,L,Low income
BDI,2009,FY11,L,Low income
BDI,2010,FY12,L,Low income
BDI,2011,FY13,L,Low income
BDI,2012,FY14,L,Low income
BDI,2013,FY15,L,Low income
BDI,2014,FY16,L,Low income
BDI,2015,FY17,L,Low income
BDI,2016,FY18,L,Low income
BDI,2017,FY19,L,Low income
BDI,2018,FY20,L,Low income
BDI,2019,FY21,L,Low income
BDI,2020,FY22,L,Low income
BDI,2021,FY23,L,Low income
BDI,2022,FY24,L,Low income
BDI,2023,FY25,L,Low income
BDI,2024,FY26,L,Low income
BDI,2025,FY27,L,Low income
BEL,1987,FY89,H,High income
BEL,1988,FY90,H,High income
BEL,1989,FY91,H,High income
BEL,1990,FY92,H,High income
BEL,1991,FY93,H,High income
BEL,1992,FY94,H,High income
BEL,1993,FY95,H,High income
BEL,1994,FY96,H,High income
BEL,1995,FY97,H,High income
BEL,1996,FY98,H,High income
BEL,1997,FY99,H,High income
BEL,1998,FY00,H,High income
BEL,1999,FY01,H,High income
BEL,2000,FY02,H,High income
BEL,2001,FY03,H,High income
BEL,2002,FY04,H,High income
BEL,2003,FY05,H,High income
BEL,2004,FY06,H,High income
BEL,2005,FY07,H,High income
BEL,2006,FY08,H,High income
BEL,2007,FY09,H,High income
BEL,2008,FY10,H,High income
BEL,2009,FY11,H,High income
BEL,2010,FY12,H,High income
BEL,2011,FY13,H,High income
BEL,2012,FY14,H,High income
BEL,2013,FY15,H,High income
BEL,2014,FY16,H,High income
BEL,2015,FY17,H,High income
BEL,2016,FY18,H,High income
BEL,2017,FY19,H,High income
BEL,2018,FY20,H,High income
BEL,2019,FY21,H,High income
BEL,2020,FY22,H,High income
BEL,2021,FY23,H,High income
BEL,2022,FY24,H,High income
BEL,2023,FY25,H,High income
BEL,2024,FY26,H,High income
BEL,2025,FY27,H,High income
BEN,1987,FY89,L,Low income
BEN,1988,FY90,L,Low income
BEN,1989,FY91,L,Low income
BEN,1990,FY92,L,Low income
BEN,1991,FY93,L,Low income
BEN,1992,FY94,L,Low income
BEN,1993,FY95,L,Low income
BEN,1994,FY96,L,Low income
BEN,1995,FY97,L,Low income
BEN,1996,FY98,L,Low income
BEN,1997,FY99,L,Low income
BEN,1998,FY00,L,Low income
BEN,1999,FY01,L,Low income
BEN,2000,FY02,L,Low income
BEN,2001,FY03,L,Low income
BEN,2002,FY04,L,Low income
BEN,2003,FY05,L,Low income
BEN,2004,FY06,L,Low income
BEN,2005,FY07,L,Low income
BEN,2006,FY08,L,Low income
BEN,2007,FY09,L,Low income
BEN,2008,FY10,L,Low income
BEN,2009,FY11,L,Low income
BEN,2010,FY12,L,Low income
BEN,2011,FY13,L,Low income
BEN,2012,FY14,L,Low income
BEN,2013,FY15,L,Low income
BEN,2014,FY16,L,Low income
BEN,2015,FY17,L,Low income
BEN,2016,FY18,L,Low income
BEN,2017,FY19,L,Low income
BEN,2018,FY20,L,Low income
BEN,2019,FY21,LM,Lower middle income
BEN,2020,FY22,LM,Lower middle income
BEN,2021,FY23,LM,Lower middle income
BEN,2022,FY24,LM,Lower middle income
BEN,2023,FY25,LM,Lower middle income
BEN,2024,FY26,LM,Lower middle income
BEN,2025,FY27,LM,Lower middle income
BFA,1987,FY89,L,Low income
BFA,1988,FY90,L,Low income
BFA,1989,FY91,L,Low income
BFA,1990,FY92,L,Low income
BFA,1991,FY93,L,Low income
BFA,1992,FY94,L,Low income
BFA,1993,FY95,L,Low income
BFA,1994,FY96,L,Low income
BFA,1995,FY97,L,Low income
BFA,1996,FY98,L,Low income
BFA,1997,FY99,L,Low income
BFA,1998,FY00,L,Low income
BFA,1999,FY01,L,Low income
BFA,2000,FY02,L,Low income
BFA,2001,FY03,L,Low income
BFA,2002,FY04,L,Low income
BFA,2003,FY05,L,Low income
BFA,2004,FY06,L,Low income
BFA,2005,FY07,L,Low income
BFA,2006,FY08,L,Low income
BFA,2007,FY09,L,Low income
BFA,2008,FY10,L,Low income
BFA,2009,FY11,L,Low income
BFA,2010,FY12,L,Low income
BFA,2011,FY13,L,Low income
BFA,2012,FY14,L,Low income
BFA,2013,FY15,L,Low income
BFA,2014,FY16,L,Low income
BFA,2015,FY17,L,Low income
BFA,2016,FY18,L,Low income
BFA,2017,FY19,L,Low income
BFA,2018,FY20,L,Low income
BFA,2019,FY21,L,Low income
BFA,2020,FY22,L,Low income
BFA,2021,FY23,L,Low income
BFA,2022,FY24,L,Low income
BFA,2023,FY25,L,Low income
BFA,2024,FY26,L,Low income
BFA,2025,FY27,L,Low income
BGD,1987,FY89,L,Low income
BGD,1988,FY90,L,Low income
BGD,1989,FY91,L,Low income
BGD,1990,FY92,L,Low income
BGD,1991,FY93,L,Low income
BGD,1992,FY94,L,Low income
BGD,1993,FY95,L,Low income
BGD,1994,FY96,L,Low income
BGD,1995,FY97,L,Low income
BGD,1996,FY98,L,Low income
BGD,1997,FY99,L,Low income
BGD,1998,FY00,L,Low income
BGD,1999,FY01,L,Low income
BGD,2000,FY02,L,Low income
BGD,2001,FY03,L,Low income
BGD,2002,FY04,L,Low income
BGD,2003,FY05,L,Low income
BGD,2004,FY06,L,Low income
BGD,2005,FY07,L,Low income
BGD,2006,FY08,L,Low income
BGD,2007,FY09,L,Low income
BGD,2008,FY10,L,Low income
BGD,2009,FY11,L,Low income
BGD,2010,FY12,L,Low income
BGD,2011,FY13,L,Low income
BGD,2012,FY14,L,Low income
BGD,2013,FY15,L,Low income
BGD,2014,FY16,LM,Lower middle income
BGD,2015,FY17,LM,Lower middle income
BGD,2016,FY18,LM,Lower middle income
BGD,2017,FY19,LM,Lower middle income
BGD,2018,FY20,LM,Lower middle income
BGD,2019,FY21,LM,Lower middle income
BGD,2020,FY22,LM,Lower middle income
BGD,2021,FY23,LM,Lower middle income
BGD,2022,FY24,LM,Lower middle income
BGD,2023,FY25,LM,Lower middle income
BGD,2024,FY26,LM,Lower middle income
BGD,2025,FY27,LM,Lower middle income
BGR,1989,FY91,LM,Lower middle income
BGR,1990,FY92,LM,Lower middle income
BGR,1991,FY93,LM,Lower middle income
BGR,1992,FY94,LM,Lower middle income
BGR,1993,FY95,LM,Lower middle income
BGR,1994,FY96,LM,Lower middle income
BGR,1995,FY97,LM,Lower middle income
BGR,1996,FY98,LM,Lower middle income
BGR,1997,FY99,LM,Lower middle income
BGR,1998,FY00,LM,Lower middle income
BGR,1999,FY01,LM,Lower middle income
BGR,2000,FY02,LM,Lower middle income
BGR,2001,FY03,LM,Lower middle income
BGR,2002,FY04,LM,Lower middle income
BGR,2003,FY05,LM,Lower middle income
BGR,2004,FY06,LM,Lower middle income
BGR,2005,FY07,LM,Lower middle income
BGR,2006,FY08,UM,Upper middle income
BGR,2007,FY09,UM,Upper middle income
BGR,2008,FY10,UM,Upper middle income
BGR,2009,FY11,UM,Upper middle income
BGR,2010,FY12,UM,Upper middle income
BGR,2011,FY13,UM,Upper middle income
BGR,2012,FY14,UM,Upper middle income
BGR,2013,FY15,UM,Upper middle income
BGR,2014,FY16,UM,Upper middle income
BGR,2015,FY17,UM,Upper middle income
BGR,2016,FY18,UM,Upper middle income
BGR,2017,FY19,UM,Upper middle income
BGR,2018,FY20,UM,Upper middle income
BGR,2019,FY21,UM,Upper middle income
BGR,2020,FY22,UM,Upper middle income
BGR,2021,FY23,UM,Upper middle income
BGR,2022,FY24,UM,Upper middle income
BGR,2023,FY25,H,High income
BGR,2024,FY26,H,High income
BGR,2025,FY27,H,High income
BHR,1987,FY89,H,High income
BHR,1988,FY90,H,High income
BHR,1989,FY91,H,High income
BHR,1990,FY92,UM,Upper middle income
BHR,1991,FY93,UM,Upper middle income
BHR,1992,FY94,UM,Upper middle income
BHR,1993,FY95,UM,Upper middle income
BHR,1994,FY96,UM,Upper middle income
BHR,1995,FY97,UM,Upper middle income
BHR,1996,FY98,UM,Upper middle income
BHR,1997,FY99,UM,Upper middle income
BHR,1998,FY00,UM,Upper middle income
BHR,1999,FY01,UM,Upper middle income
BHR,2000,FY02,UM,Upper middle income
BHR,2001,FY03,H,High income
BHR,2002,FY04,H,High income
BHR,2003,FY05,H,High income
BHR,2004,FY06,H,High income
BHR,2005,FY07,H,High income
BHR,2006,FY08,H,High income
BHR,2007,FY09,H,High income
BHR,2008,FY10,H,High income
BHR,2009,FY11,H,High income
BHR,2010,FY12,H,High income
BHR,2011,FY13,H,High income
BHR,2012,FY14,H,High income
BHR,2013,FY15,H,High income
BHR,2014,FY16,H,High income
BHR,2015,FY17,H,High income
BHR,2016,FY18,H,High income
BHR,2017,FY19,H,High income
BHR,2018,FY20,H,High income
BHR,2019,FY21,H,High income
BHR,2020,FY22,H,High income
BHR,2021,FY23,H,High income
BHR,2022,FY24,H,High income
BHR,2023,FY25,H,High income
BHR,2024,FY26,H,High income
BHR,2025,FY27,H,High income
BHS,1987,FY89,H,High income
BHS,1988,FY90,H,High income
BHS,1989,FY91,H,High income
BHS,1990,FY92,H,High income
BHS,1991,FY93,H,High income
BHS,1992,FY94,H,High income
BHS,1993,FY95,H,High income
BHS,1994,FY96,H,High income
BHS,1995,FY97,H,High income
BHS,1996,FY98,H,High income
BHS,1997,FY99,H,High income
BHS,1998,FY00,H,High income
BHS,1999,FY01,H,High income
BHS,2000,FY02,H,High income
BHS,2001,FY03,H,High income
BHS,2002,FY04,H,High income
BHS,2003,FY05,H,High income
BHS,2004,FY06,H,High income
BHS,2005,FY07,H,High income
BHS,2006,FY08,H,High income
BHS,2007,FY09,H,High income
BHS,2008,FY10,H,High income
BHS,2009,FY11,H,High income
BHS,2010,FY12,H,High income
BHS,2011,FY13,H,High income
BHS,2012,FY14,H,High income
BHS,2013,FY15,H,High income
BHS,2014,FY16,H,High income
BHS,2015,FY17,H,High income
BHS,2016,FY18,H,High income
BHS,2017,FY19,H,High income
BHS,2018,FY20,H,High income
BHS,2019,FY21,H,High income
BHS,2020,FY22,H,High income
BHS,2021,FY23,H,High income
BHS,2022,FY24,H,High income
BHS,2023,FY25,H,High income
BHS,2024,FY26,H,High income
BHS,2025,FY27,H,High income
BIH,1992,FY94,LM,Lower middle income
BIH,1993,FY95,L,Low income
BIH,1994,FY96,L,Low income
BIH,1995,FY97,L,Low income
BIH,1996,FY98,L,Low income
BIH,1997,FY99,L,Low income
BIH,1998,FY00,LM,Lower middle income
BIH,1999,FY01,LM,Lower middle income
BIH,2000,FY02,LM,Lower middle income
BIH,2001,FY03,LM,Lower middle income
BIH,2002,FY04,LM,Lower middle income
BIH,2003,FY05,LM,Lower middle income
BIH,2004,FY06,LM,Lower middle income
BIH,2005,FY07,LM,Lower middle income
BIH,2006,FY08,LM,Lower middle income
BIH,2007,FY09,LM,Lower middle income
BIH,2008,FY10,UM,Upper middle income
BIH,2009,FY11,UM,Upper middle income
BIH,2010,FY12,UM,Upper middle income
BIH,2011,FY13,UM,Upper middle income
BIH,2012,FY14,UM,Upper middle income
BIH,2013,FY15,UM,Upper middle income
BIH,2014,FY16,UM,Upper middle income
BIH,2015,FY17,UM,Upper middle income
BIH,2016,FY18,UM,Upper middle income
BIH,2017,FY19,UM,Upper middle income
BIH,2018,FY20,UM,Upper middle income
BIH,2019,FY21,UM,Upper middle income
BIH,2020,FY22,UM,Upper middle income
BIH,2021,FY23,UM,Upper middle income
BIH,2022,FY24,UM,Upper middle income
BIH,2023,FY25,UM,Upper middle income
BIH,2024,FY26,UM,Upper middle income
BIH,2025,FY27,UM,Upper middle income
BLR,1991,FY93,UM,Upper middle income
BLR,1992,FY94,UM,Upper middle income
BLR,1993,FY95,UM,Upper middle income
BLR,1994,FY96,LM,Lower middle income
BLR,1995,FY97,LM,Lower middle income
BLR,1996,FY98,LM,Lower middle income
BLR,1997,FY99,LM,Lower middle income
BLR,1998,FY00,LM,Lower middle income
BLR,1999,FY01,LM,Lower middle income
BLR,2000,FY02,LM,Lower middle income
BLR,2001,FY03,LM,Lower middle income
BLR,2002,FY04,LM,Lower middle income
BLR,2003,FY05,LM,Lower middle income
BLR,2004,FY06,LM,Lower middle income
BLR,2005,FY07,LM,Lower middle income
BLR,2006,FY08,LM,Lower middle income
BLR,2007,FY09,UM,Upper middle income
BLR,2008,FY10,UM,Upper middle income
BLR,2009,FY11,UM,Upper middle income
BLR,2010,FY12,UM,Upper middle income
BLR,2011,FY13,UM,Upper middle income
BLR,2012,FY14,UM,Upper middle income
BLR,2013,FY15,UM,Upper middle income
BLR,2014,FY16,UM,Upper middle income
BLR,2015,FY17,UM,Upper middle income
BLR,2016,FY18,UM,Upper middle income
BLR,2017,FY19,UM,Upper middle income
BLR,2018,FY20,UM,Upper middle income
BLR,2019,FY21,UM,Upper middle income
BLR,2020,FY22,UM,Upper middle income
BLR,2021,FY23,UM,Upper middle income
BLR,2022,FY24,UM,Upper middle income
BLR,2023,FY25,UM,Upper middle income
BLR,2024,FY26,UM,Upper middle income
BLR,2025,FY27,UM,Upper middle income
BLZ,1987,FY89,LM,Lower middle income
BLZ,1988,FY90,LM,Lower middle income
BLZ,1989,FY91,LM,Lower middle income
BLZ,1990,FY92,LM,Lower middle income
BLZ,1991,FY93,LM,Lower middle income
BLZ,1992,FY94,LM,Lower middle income
BLZ,1993,FY95,LM,Lower middle income
BLZ,1994,FY96,LM,Lower middle income
BLZ,1995,FY97,LM,Lower middle income
BLZ,1996,FY98,LM,Lower middle income
BLZ,1997,FY99,LM,Lower middle income
BLZ,1998,FY00,LM,Lower middle income
BLZ,1999,FY01,LM,Lower middle income
BLZ,2000,FY02,LM,Lower middle income
BLZ,2001,FY03,LM,Lower middle income
BLZ,2002,FY04,UM,Upper middle income
BLZ,2003,FY05,UM,Upper middle income
BLZ,2004,FY06,UM,Upper middle income
BLZ,2005,FY07,UM,Upper middle income
BLZ,2006,FY08,UM,Upper middle income
BLZ,2007,FY09,UM,Upper middle income
BLZ,2008,FY10,LM,Lower middle income
BLZ,2009,FY11,LM,Lower middle income
