country_iso3,data_year,fiscal_year,income_group_code,income_group
CUB,2023,FY25,UM,Upper middle income
CUB,2024,FY26,UM,Upper middle income
CUB,2025,FY27,UM,Upper middle income
CUW,2010,FY12,H,High income
CUW,2011,FY13,H,High income
CUW,2012,FY14,H,High income
CUW,2013,FY15,H,High income
CUW,2014,FY16,H,High income
CUW,2015,FY17,H,High income
CUW,2016,FY18,H,High income
CUW,2017,FY19,H,High income
CUW,2018,FY20,H,High income
CUW,2019,FY21,H,High income
CUW,2020,FY22,H,High income
CUW,2021,FY23,H,High income
CUW,2022,FY24,H,High income
CUW,2023,FY25,H,High income
CUW,2024,FY26,H,High income
CUW,2025,FY27,H,High income
CYM,1993,FY95,H,High income
CYM,1994,FY96,H,High income
CYM,1995,FY97,H,High income
CYM,1996,FY98,H,High income
CYM,1997,FY99,H,High income
CYM,1998,FY00,H,High income
CYM,1999,FY01,H,High income
CYM,2000,FY02,H,High income
CYM,2001,FY03,H,High income
CYM,2002,FY04,H,High income
CYM,2003,FY05,H,High income
CYM,2004,FY06,H,High income
CYM,2005,FY07,H,High income
CYM,2006,FY08,H,High income
CYM,2007,FY09,H,High income
CYM,2008,FY10,H,High income
CYM,2009,FY11,H,High income
CYM,2010,FY12,H,High income
CYM,2011,FY13,H,High income
CYM,2012,FY14,H,High income
CYM,2013,FY15,H,High income
CYM,2014,FY16,H,High income
CYM,2015,FY17,H,High income
CYM,2016,FY18,H,High income
CYM,2017,FY19,H,High income
CYM,2018,FY20,H,High income
CYM,2019,FY21,H,High income
CYM,2020,FY22,H,High income
CYM,2021,FY23,H,High income
CYM,2022,FY24,H,High income
CYM,2023,FY25,H,High income
CYM,2024,FY26,H,High income
CYM,2025,FY27,H,High income
CYP,1987,FY89,UM,Upper middle income
CYP,1988,FY90,H,High income
CYP,1989,FY91,H,High income
CYP,1990,FY92,H,High income
CYP,1991,FY93,H,High income
CYP,1992,FY94,H,High income
CYP,1993,FY95,H,High income
CYP,1994,FY96,H,High income
CYP,1995,FY97,H,High income
CYP,1996,FY98,H,High income
CYP,1997,FY99,H,High income
CYP,1998,FY00,H,High income
CYP,1999,FY01,H,High income
CYP,2000,FY02,H,High income
CYP,2001,FY03,H,High income
CYP,2002,FY04,H,High income
CYP,2003,FY05,H,High income
CYP,2004,FY06,H,High income
CYP,2005,FY07,H,High income
CYP,2006,FY08,H,High income
CYP,2007,FY09,H,High income
CYP,2008,FY10,H,High income
CYP,2009,FY11,H,High income
CYP,2010,FY12,H,High income
CYP,2011,FY13,H,High income
CYP,2012,FY14,H,High income
CYP,2013,FY15,H,High income
CYP,2014,FY16,H,High income
CYP,2015,FY17,H,High income
CYP,2016,FY18,H,High income
CYP,2017,FY19,H,High income
CYP,2018,FY20,H,High income
CYP,2019,FY21,H,High income
CYP,2020,FY22,H,High income
CYP,2021,FY23,H,High income
CYP,2022,FY24,H,High income
CYP,2023,FY25,H,High income
CYP,2024,FY26,H,High income
CYP,2025,FY27,H,High income
CZE,1992,FY94,LM,Lower middle income
CZE,1993,FY95,LM,Lower middle income
CZE,1994,FY96,UM,Upper middle income
CZE,1995,FY97,UM,Upper middle income
CZE,1996,FY98,UM,Upper middle income
CZE,1997,FY99,UM,Upper middle income
CZE,1998,FY00,UM,Upper middle income
CZE,1999,FY01,UM,Upper middle income
CZE,2000,FY02,UM,Upper middle income
CZE,2001,FY03,UM,Upper middle income
CZE,2002,FY04,UM,Upper middle income
CZE,2003,FY05,UM,Upper middle income
CZE,2004,FY06,UM,Upper middle income
CZE,2005,FY07,UM,Upper middle income
CZE,2006,FY08,H,High income
CZE,2007,FY09,H,High income
CZE,2008,FY10,H,High income
CZE,2009,FY11,H,High income
CZE,2010,FY12,H,High income
CZE,2011,FY13,H,High income
CZE,2012,FY14,H,High income
CZE,2013,FY15,H,High income
CZE,2014,FY16,H,High income
CZE,2015,FY17,H,High income
CZE,2016,FY18,H,High income
CZE,2017,FY19,H,High income
CZE,2018,FY20,H,High income
CZE,2019,FY21,H,High income
CZE,2020,FY22,H,High income
CZE,2021,FY23,H,High income
CZE,2022,FY24,H,High income
CZE,2023,FY25,H,High income
CZE,2024,FY26,H,High income
CZE,2025,FY27,H,High income
DEU,1987,FY89,H,High income
DEU,1988,FY90,H,High income
DEU,1989,FY91,H,High income
DEU,1990,FY92,H,High income
DEU,1991,FY93,H,High income
DEU,1992,FY94,H,High income
DEU,1993,FY95,H,High income
DEU,1994,FY96,H,High income
DEU,1995,FY97,H,High income
DEU,1996,FY98,H,High income
DEU,1997,FY99,H,High income
DEU,1998,FY00,H,High income
DEU,1999,FY01,H,High income
DEU,2000,FY02,H,High income
DEU,2001,FY03,H,High income
DEU,2002,FY04,H,High income
DEU,2003,FY05,H,High income
DEU,2004,FY06,H,High income
DEU,2005,FY07,H,High income
DEU,2006,FY08,H,High income
DEU,2007,FY09,H,High income
DEU,2008,FY10,H,High income
DEU,2009,FY11,H,High income
DEU,2010,FY12,H,High income
DEU,2011,FY13,H,High income
DEU,2012,FY14,H,High income
DEU,2013,FY15,H,High income
DEU,2014,FY16,H,High income
DEU,2015,FY17,H,High income
DEU,2016,FY18,H,High income
DEU,2017,FY19,H,High income
DEU,2018,FY20,H,High income
DEU,2019,FY21,H,High income
DEU,2020,FY22,H,High income
DEU,2021,FY23,H,High income
DEU,2022,FY24,H,High income
DEU,2023,FY25,H,High income
DEU,2024,FY26,H,High income
DEU,2025,FY27,H,High income
DJI,1990,FY92,LM,Lower middle income
DJI,1991,FY93,LM,Lower middle income
DJI,1992,FY94,LM,Lower middle income
DJI,1993,FY95,LM,Lower middle income
DJI,1994,FY96,LM,Lower middle income
DJI,1995,FY97,LM,Lower middle income
DJI,1996,FY98,LM,Lower middle income
DJI,1997,FY99,LM,Lower middle income
DJI,1998,FY00,LM,Lower middle income
DJI,1999,FY01,LM,Lower middle income
DJI,2000,FY02,LM,Lower middle income
DJI,2001,FY03,LM,Lower middle income
DJI,2002,FY04,LM,Lower middle income
DJI,2003,FY05,LM,Lower middle income
DJI,2004,FY06,LM,Lower middle income
DJI,2005,FY07,LM,Lower middle income
DJI,2006,FY08,LM,Lower middle income
DJI,2007,FY09,LM,Lower middle income
DJI,2008,FY10,LM,Lower middle income
DJI,2009,FY11,LM,Lower middle income
DJI,2010,FY12,LM,Lower middle income
DJI,2011,FY13,LM,Lower middle income
DJI,2012,FY14,LM,Lower middle income
DJI,2013,FY15,LM,Lower middle income
DJI,2014,FY16,LM,Lower middle income
DJI,2015,FY17,LM,Lower middle income
DJI,2016,FY18,LM,Lower middle income
DJI,2017,FY19,LM,Lower middle income
DJI,2018,FY20,LM,Lower middle income
DJI,2019,FY21,LM,Lower middle income
DJI,2020,FY22,LM,Lower middle income
DJI,2021,FY23,LM,Lower middle income
DJI,2022,FY24,LM,Lower middle income
DJI,2023,FY25,LM,Lower middle income
DJI,2024,FY26,LM,Lower middle income
DJI,2025,FY27,LM,Lower middle income
DMA,1987,FY89,LM,Lower middle income
DMA,1988,FY90,LM,Lower middle income
DMA,1989,FY91,LM,Lower middle income
DMA,1990,FY92,LM,Lower middle income
DMA,1991,FY93,LM,Lower middle income
DMA,1992,FY94,LM,Lower middle income
DMA,1993,FY95,LM,Lower middle income
DMA,1994,FY96,LM,Lower middle income
DMA,1995,FY97,LM,Lower middle income
DMA,1996,FY98,LM,Lower middle income
DMA,1997,FY99,LM,Lower middle income
DMA,1998,FY00,LM,Lower middle income
DMA,1999,FY01,UM,Upper middle income
DMA,2000,FY02,UM,Upper middle income
DMA,2001,FY03,UM,Upper middle income
DMA,2002,FY04,UM,Upper middle income
DMA,2003,FY05,UM,Upper middle income
DMA,2004,FY06,UM,Upper middle income
DMA,2005,FY07,UM,Upper middle income
DMA,2006,FY08,UM,Upper middle income
DMA,2007,FY09,UM,Upper middle income
DMA,2008,FY10,UM,Upper middle income
DMA,2009,FY11,UM,Upper middle income
DMA,2010,FY12,UM,Upper middle income
DMA,2011,FY13,UM,Upper middle income
DMA,2012,FY14,UM,Upper middle income
DMA,2013,FY15,UM,Upper middle income
DMA,2014,FY16,UM,Upper middle income
DMA,2015,FY17,UM,Upper middle income
DMA,2016,FY18,UM,Upper middle income
DMA,2017,FY19,UM,Upper middle income
DMA,2018,FY20,UM,Upper middle income
DMA,2019,FY21,UM,Upper middle income
DMA,2020,FY22,UM,Upper middle income
DMA,2021,FY23,UM,Upper middle income
DMA,2022,FY24,UM,Upper middle income
DMA,2023,FY25,UM,Upper middle income
DMA,2024,FY26,UM,Upper middle income
DMA,2025,FY27,UM,Upper middle income
DNK,1987,FY89,H,High income
DNK,1988,FY90,H,High income
DNK,1989,FY91,H,High income
DNK,1990,FY92,H,High income
DNK,1991,FY93,H,High income
DNK,1992,FY94,H,High income
DNK,1993,FY95,H,High income
DNK,1994,FY96,H,High income
DNK,1995,FY97,H,High income
DNK,1996,FY98,H,High income
DNK,1997,FY99,H,High income
DNK,1998,FY00,H,High income
DNK,1999,FY01,H,High income
DNK,2000,FY02,H,High income
DNK,2001,FY03,H,High income
DNK,2002,FY04,H,High income
DNK,2003,FY05,H,High income
DNK,2004,FY06,H,High income
DNK,2005,FY07,H,High income
DNK,2006,FY08,H,High income
DNK,2007,FY09,H,High income
DNK,2008,FY10,H,High income
DNK,2009,FY11,H,High income
DNK,2010,FY12,H,High income
DNK,2011,FY13,H,High income
DNK,2012,FY14,H,High income
DNK,2013,FY15,H,High income
DNK,2014,FY16,H,High income
DNK,2015,FY17,H,High income
DNK,2016,FY18,H,High income
DNK,2017,FY19,H,High income
DNK,2018,FY20,H,High income
DNK,2019,FY21,H,High income
DNK,2020,FY22,H,High income
DNK,2021,FY23,H,High income
DNK,2022,FY24,H,High income
DNK,2023,FY25,H,High income
DNK,2024,FY26,H,High income
DNK,2025,FY27,H,High income
DOM,1987,FY89,LM,Lower middle income
DOM,1988,FY90,LM,Lower middle income
DOM,1989,FY91,LM,Lower middle income
DOM,1990,FY92,LM,Lower middle income
DOM,1991,FY93,LM,Lower middle income
DOM,1992,FY94,LM,Lower middle income
DOM,1993,FY95,LM,Lower middle income
DOM,1994,FY96,LM,Lower middle income
DOM,1995,FY97,LM,Lower middle income
DOM,1996,FY98,LM,Lower middle income
DOM,1997,FY99,LM,Lower middle income
DOM,1998,FY00,LM,Lower middle income
DOM,1999,FY01,LM,Lower middle income
DOM,2000,FY02,LM,Lower middle income
DOM,2001,FY03,LM,Lower middle income
DOM,2002,FY04,LM,Lower middle income
DOM,2003,FY05,LM,Lower middle income
DOM,2004,FY06,LM,Lower middle income
DOM,2005,FY07,LM,Lower middle income
DOM,2006,FY08,LM,Lower middle income
DOM,2007,FY09,LM,Lower middle income
DOM,2008,FY10,UM,Upper middle income
DOM,2009,FY11,UM,Upper middle income
DOM,2010,FY12,UM,Upper middle income
DOM,2011,FY13,UM,Upper middle income
DOM,2012,FY14,UM,Upper middle income
DOM,2013,FY15,UM,Upper middle income
DOM,2014,FY16,UM,Upper middle income
DOM,2015,FY17,UM,Upper middle income
DOM,2016,FY18,UM,Upper middle income
DOM,2017,FY19,UM,Upper middle income
DOM,2018,FY20,UM,Upper middle income
DOM,2019,FY21,UM,Upper middle income
DOM,2020,FY22,UM,Upper middle income
DOM,2021,FY23,UM,Upper middle income
DOM,2022,FY24,UM,Upper middle income
DOM,2023,FY25,UM,Upper middle income
DOM,2024,FY26,UM,Upper middle income
DOM,2025,FY27,UM,Upper middle income
ECU,1987,FY89,LM,Lower middle income
ECU,1988,FY90,LM,Lower middle income
ECU,1989,FY91,LM,Lower middle income
ECU,1990,FY92,LM,Lower middle income
ECU,1991,FY93,LM,Lower middle income
ECU,1992,FY94,LM,Lower middle income
ECU,1993,FY95,LM,Lower middle income
ECU,1994,FY96,LM,Lower middle income
ECU,1995,FY97,LM,Lower middle income
ECU,1996,FY98,LM,Lower middle income
ECU,1997,FY99,LM,Lower middle income
ECU,1998,FY00,LM,Lower middle income
ECU,1999,FY01,LM,Lower middle income
ECU,2000,FY02,LM,Lower middle income
ECU,2001,FY03,LM,Lower middle income
ECU,2002,FY04,LM,Lower middle income
ECU,2003,FY05,LM,Lower middle income
ECU,2004,FY06,LM,Lower middle income
ECU,2005,FY07,LM,Lower middle income
ECU,2006,FY08,LM,Lower middle income
ECU,2007,FY09,LM,Lower middle income
ECU,2008,FY10,LM,Lower middle income
ECU,2009,FY11,LM,Lower middle income
ECU,2010,FY12,UM,Upper middle income
ECU,2011,FY13,UM,Upper middle income
ECU,2012,FY14,UM,Upper middle income
ECU,2013,FY15,UM,Upper middle income
ECU,2014,FY16,UM,Upper middle income
ECU,2015,FY17,UM,Upper middle income
ECU,2016,FY18,UM,Upper middle income
ECU,2017,FY19,UM,Upper middle income
ECU,2018,FY20,UM,Upper middle income
ECU,2019,FY21,UM,Upper middle income
ECU,2020,FY22,UM,Upper middle income
ECU,2021,FY23,UM,Upper middle income
ECU,2022,FY24,UM,Upper middle income
ECU,2023,FY25,UM,Upper middle income
ECU,2024,FY26,UM,Upper middle income
ECU,2025,FY27,UM,Upper middle income
EGY,1987,FY89,LM,Lower middle income
EGY,1988,FY90,LM,Lower middle income
EGY,1989,FY91,LM,Lower middle income
EGY,1990,FY92,L,Low income
EGY,1991,FY93,L,Low income
EGY,1992,FY94,L,Low income
EGY,1993,FY95,L,Low income
EGY,1994,FY96,L,Low income
EGY,1995,FY97,LM,Lower middle income
EGY,1996,FY98,LM,Lower middle income
EGY,1997,FY99,LM,Lower middle income
EGY,1998,FY00,LM,Lower middle income
EGY,1999,FY01,LM,Lower middle income
EGY,2000,FY02,LM,Lower middle income
EGY,2001,FY03,LM,Lower middle income
EGY,2002,FY04,LM,Lower middle income
EGY,2003,FY05,LM,Lower middle income
EGY,2004,FY06,LM,Lower middle income
EGY,2005,FY07,LM,Lower middle income
EGY,2006,FY08,LM,Lower middle income
EGY,2007,FY09,LM,Lower middle income
EGY,2008,FY10,LM,Lower middle income
EGY,2009,FY11,LM,Lower middle income
EGY,2010,FY12,LM,Lower middle income
EGY,2011,FY13,LM,Lower middle income
EGY,2012,FY14,LM,Lower middle income
EGY,2013,FY15,LM,Lower middle income
EGY,2014,FY16,LM,Lower middle income
EGY,2015,FY17,LM,Lower middle income
EGY,2016,FY18,LM,Lower middle income
EGY,2017,FY19,LM,Lower middle income
EGY,2018,FY20,LM,Lower middle income
EGY,2019,FY21,LM,Lower middle income
EGY,2020,FY22,LM,Lower middle income
EGY,2021,FY23,LM,Lower middle income
EGY,2022,FY24,LM,Lower middle income
EGY,2023,FY25,LM,Lower middle income
EGY,2024,FY26,LM,Lower middle income
EGY,2025,FY27,LM,Lower middle income
ERI,1992,FY94,L,Low income
ERI,1993,FY95,L,Low income
ERI,1994,FY96,L,Low income
ERI,1995,FY97,L,Low income
ERI,1996,FY98,L,Low income
ERI,1997,FY99,L,Low income
ERI,1998,FY00,L,Low income
ERI,1999,FY01,L,Low income
ERI,2000,FY02,L,Low income
ERI,2001,FY03,L,Low income
ERI,2002,FY04,L,Low income
ERI,2003,FY05,L,Low income
ERI,2004,FY06,L,Low income
ERI,2005,FY07,L,Low income
ERI,2006,FY08,L,Low income
ERI,2007,FY09,L,Low income
ERI,2008,FY10,L,Low income
ERI,2009,FY11,L,Low income
ERI,2010,FY12,L,Low income
ERI,2011,FY13,L,Low income
ERI,2012,FY14,L,Low income
ERI,2013,FY15,L,Low income
ERI,2014,FY16,L,Low income
ERI,2015,FY17,L,Low income
ERI,2016,FY18,L,Low income
ERI,2017,FY19,L,Low income
ERI,2018,FY20,L,Low income
ERI,2019,FY21,L,Low income
ERI,2020,FY22,L,Low income
ERI,2021,FY23,L,Low income
ERI,2022,FY24,L,Low income
ERI,2023,FY25,L,Low income
ERI,2024,FY26,L,Low income
ERI,2025,FY27,L,Low income
ESP,1987,FY89,H,High income
ESP,1988,FY90,H,High income
ESP,1989,FY91,H,High income
ESP,1990,FY92,H,High income
ESP,1991,FY93,H,High income
ESP,1992,FY94,H,High income
ESP,1993,FY95,H,High income
ESP,1994,FY96,H,High income
ESP,1995,FY97,H,High income
ESP,1996,FY98,H,High income
ESP,1997,FY99,H,High income
ESP,1998,FY00,H,High income
ESP,1999,FY01,H,High income
ESP,2000,FY02,H,High income
ESP,2001,FY03,H,High income
ESP,2002,FY04,H,High income
ESP,2003,FY05,H,High income
ESP,2004,FY06,H,High income
ESP,2005,FY07,H,High income
ESP,2006,FY08,H,High income
ESP,2007,FY09,H,High income
ESP,2008,FY10,H,High income
ESP,2009,FY11,H,High income
ESP,2010,FY12,H,High income
ESP,2011,FY13,H,High income
ESP,2012,FY14,H,High income
ESP,2013,FY15,H,High income
ESP,2014,FY16,H,High income
ESP,2015,FY17,H,High income
ESP,2016,FY18,H,High income
ESP,2017,FY19,H,High income
ESP,2018,FY20,H,High income
ESP,2019,FY21,H,High income
ESP,2020,FY22,H,High income
ESP,2021,FY23,H,High income
ESP,2022,FY24,H,High income
ESP,2023,FY25,H,High income
ESP,2024,FY26,H,High income
ESP,2025,FY27,H,High income
EST,1991,FY93,UM,Upper middle income
EST,1992,FY94,UM,Upper middle income
EST,1993,FY95,UM,Upper middle income
EST,1994,FY96,LM,Lower middle income
EST,1995,FY97,LM,Lower middle income
EST,1996,FY98,LM,Lower middle income
EST,1997,FY99,UM,Upper middle income
EST,1998,FY00,UM,Upper middle income
EST,1999,FY01,UM,Upper middle income
EST,2000,FY02,UM,Upper middle income
EST,2001,FY03,UM,Upper middle income
EST,2002,FY04,UM,Upper middle income
EST,2003,FY05,UM,Upper middle income
EST,2004,FY06,UM,Upper middle income
EST,2005,FY07,UM,Upper middle income
EST,2006,FY08,H,High income
EST,2007,FY09,H,High income
EST,2008,FY10,H,High income
EST,2009,FY11,H,High income
EST,2010,FY12,H,High income
EST,2011,FY13,H,High income
EST,2012,FY14,H,High income
EST,2013,FY15,H,High income
EST,2014,FY16,H,High income
EST,2015,FY17,H,High income
EST,2016,FY18,H,High income
EST,2017,FY19,H,High income
EST,2018,FY20,H,High income
EST,2019,FY21,H,High income
EST,2020,FY22,H,High income
EST,2021,FY23,H,High income
EST,2022,FY24,H,High income
EST,2023,FY25,H,High income
EST,2024,FY26,H,High income
EST,2025,FY27,H,High income
ETH,1987,FY89,L,Low income
ETH,1988,FY90,L,Low income
ETH,1989,FY91,L,Low income
ETH,1990,FY92,L,Low income
ETH,1991,FY93,L,Low income
ETH,1992,FY94,L,Low income
ETH,1993,FY95,L,Low income
ETH,1994,FY96,L,Low income
ETH,1995,FY97,L,Low income
ETH,1996,FY98,L,Low income
ETH,1997,FY99,L,Low income
ETH,1998,FY00,L,Low income
ETH,1999,FY01,L,Low income
ETH,2000,FY02,L,Low income
ETH,2001,FY03,L,Low income
ETH,2002,FY04,L,Low income
ETH,2003,FY05,L,Low income
ETH,2004,FY06,L,Low income
ETH,2005,FY07,L,Low income
ETH,2006,FY08,L,Low income
ETH,2007,FY09,L,Low income
ETH,2008,FY10,L,Low income
ETH,2009,FY11,L,Low income
ETH,2010,FY12,L,Low income
ETH,2011,FY13,L,Low income
ETH,2012,FY14,L,Low income
ETH,2013,FY15,L,Low income
ETH,2014,FY16,L,Low income
ETH,2015,FY17,L,Low income
ETH,2016,FY18,L,Low income
ETH,2017,FY19,L,Low income
ETH,2018,FY20,L,Low income
ETH,2019,FY21,L,Low income
ETH,2020,FY22,L,Low income
ETH,2021,FY23,L,Low income
ETH,2022,FY24,L,Low income
ETH,2023,FY25,L,Low income
ETH,2025,FY27,L,Low income
FIN,1987,FY89,H,High income
FIN,1988,FY90,H,High income
FIN,1989,FY91,H,High income
FIN,1990,FY92,H,High income
FIN,1991,FY93,H,High income
FIN,1992,FY94,H,High income
FIN,1993,FY95,H,High income
FIN,1994,FY96,H,High income
FIN,1995,FY97,H,High income
FIN,1996,FY98,H,High income
FIN,1997,FY99,H,High income
FIN,1998,FY00,H,High income
FIN,1999,FY01,H,High income
FIN,2000,FY02,H,High income
FIN,2001,FY03,H,High income
FIN,2002,FY04,H,High income
FIN,2003,FY05,H,High income
FIN,2004,FY06,H,High income
FIN,2005,FY07,H,High income
FIN,2006,FY08,H,High income
FIN,2007,FY09,H,High income
FIN,2008,FY10,H,High income
FIN,2009,FY11,H,High income
FIN,2010,FY12,H,High income
FIN,2011,FY13,H,High income
FIN,2012,FY14,H,High income
FIN,2013,FY15,H,High income
FIN,2014,FY16,H,High income
FIN,2015,FY17,H,High income
FIN,2016,FY18,H,High income
FIN,2017,FY19,H,High income
FIN,2018,FY20,H,High income
FIN,2019,FY21,H,High income
FIN,2020,FY22,H,High income
FIN,2021,FY23,H,High income
FIN,2022,FY24,H,High income
FIN,2023,FY25,H,High income
FIN,2024,FY26,H,High income
FIN,2025,FY27,H,High income
FJI,1987,FY89,LM,Lower middle income
FJI,1988,FY90,LM,Lower middle income
FJI,1989,FY91,LM,Lower middle income
FJI,1990,FY92,LM,Lower middle income
FJI,1991,FY93,LM,Lower middle income
FJI,1992,FY94,LM,Lower middle income
FJI,1993,FY95,LM,Lower middle income
FJI,1994,FY96,LM,Lower middle income
FJI,1995,FY97,LM,Lower middle income
FJI,1996,FY98,LM,Lower middle income
FJI,1997,FY99,LM,Lower middle income
FJI,1998,FY00,LM,Lower middle income
FJI,1999,FY01,LM,Lower middle income
FJI,2000,FY02,LM,Lower middle income
FJI,2001,FY03,LM,Lower middle income
FJI,2002,FY04,LM,Lower middle income
FJI,2003,FY05,LM,Lower middle income
FJI,2004,FY06,LM,Lower middle income
FJI,2005,FY07,LM,Lower middle income
FJI,2006,FY08,LM,Lower middle income
FJI,2007,FY09,UM,Upper middle income
FJI,2008,FY10,UM,Upper middle income
FJI,2009,FY11,UM,Upper middle income
FJI,2010,FY12,LM,Lower middle income
FJI,2011,FY13,LM,Lower middle income
FJI,2012,FY14,UM,Upper middle income
FJI,2013,FY15,UM,Upper middle income
FJI,2014,FY16,UM,Upper middle income
FJI,2015,FY17,UM,Upper middle income
FJI,2016,FY18,UM,Upper middle income
FJI,2017,FY19,UM,Upper middle income
FJI,2018,FY20,UM,Upper middle income
FJI,2019,FY21,UM,Upper middle income
FJI,2020,FY22,UM,Upper middle income
FJI,2021,FY23,UM,Upper middle income
FJI,2022,FY24,UM,Upper middle income
FJI,2023,FY25,UM,Upper middle income
FJI,2024,FY26,UM,Upper middle income
FJI,2025,FY27,UM,Upper middle income
FRA,1987,FY89,H,High income
FRA,1988,FY90,H,High income
FRA,1989,FY91,H,High income
FRA,1990,FY92,H,High income
FRA,1991,FY93,H,High income
FRA,1992,FY94,H,High income
FRA,1993,FY95,H,High income
FRA,1994,FY96,H,High income
FRA,1995,FY97,H,High income
FRA,1996,FY98,H,High income
FRA,1997,FY99,H,High income
FRA,1998,FY00,H,High income
FRA,1999,FY01,H,High income
FRA,2000,FY02,H,High income
FRA,2001,FY03,H,High income
FRA,2002,FY04,H,High income
FRA,2003,FY05,H,High income
FRA,2004,FY06,H,High income
FRA,2005,FY07,H,High income
FRA,2006,FY08,H,High income
FRA,2007,FY09,H,High income
FRA,2008,FY10,H,High income
FRA,2009,FY11,H,High income
FRA,2010,FY12,H,High income
FRA,2011,FY13,H,High income
FRA,2012,FY14,H,High income
FRA,2013,FY15,H,High income
FRA,2014,FY16,H,High income
FRA,2015,FY17,H,High income
FRA,2016,FY18,H,High income
FRA,2017,FY19,H,High income
FRA,2018,FY20,H,High income
FRA,2019,FY21,H,High income
FRA,2020,FY22,H,High income
FRA,2021,FY23,H,High income
FRA,2022,FY24,H,High income
FRA,2023,FY25,H,High income
FRA,2024,FY26,H,High income
FRA,2025,FY27,H,High income
FRO,1987,FY89,H,High income
FRO,1988,FY90,H,High income
FRO,1989,FY91,H,High income
FRO,1990,FY92,H,High income
FRO,1991,FY93,H,High income
FRO,1992,FY94,H,High income
FRO,1993,FY95,H,High income
FRO,1994,FY96,H,High income
FRO,1995,FY97,H,High income
FRO,1996,FY98,H,High income
FRO,1997,FY99,H,High income
FRO,1998,FY00,H,High income
FRO,1999,FY01,H,High income
FRO,2000,FY02,H,High income
FRO,2001,FY03,H,High income
FRO,2002,FY04,H,High income
FRO,2003,FY05,H,High income
FRO,2004,FY06,H,High income
FRO,2005,FY07,H,High income
FRO,2006,FY08,H,High income
FRO,2007,FY09,H,High income
FRO,2008,FY10,H,High income
FRO,2009,FY11,H,High income
FRO,2010,FY12,H,High income
FRO,2011,FY13,H,High income
FRO,2012,FY14,H,High income
FRO,2013,FY15,H,High income
FRO,2014,FY16,H,High income
FRO,2015,FY17,H,High income
FRO,2016,FY18,H,High income
FRO,2017,FY19,H,High income
FRO,2018,FY20,H,High income
FRO,2019,FY21,H,High income
FRO,2020,FY22,H,High income
FRO,2021,FY23,H,High income
FRO,2022,FY24,H,High income
FRO,2023,FY25,H,High income
FRO,2024,FY26,H,High income
FRO,2025,FY27,H,High income
FSM,1991,FY93,LM,Lower middle income
FSM,1992,FY94,LM,Lower middle income
FSM,1993,FY95,LM,Lower middle income
FSM,1994,FY96,LM,Lower middle income
FSM,1995,FY97,LM,Lower middle income
FSM,1996,FY98,LM,Lower middle income
FSM,1997,FY99,LM,Lower middle income
FSM,1998,FY00,LM,Lower middle income
FSM,1999,FY01,LM,Lower middle income
FSM,2000,FY02,LM,Lower middle income
FSM,2001,FY03,LM,Lower middle income
FSM,2002,FY04,LM,Lower middle income
FSM,2003,FY05,LM,Lower middle income
FSM,2004,FY06,LM,Lower middle income
FSM,2005,FY07,LM,Lower middle income
FSM,2006,FY08,LM,Lower middle income
FSM,2007,FY09,LM,Lower middle income
FSM,2008,FY10,LM,Lower middle income
FSM,2009,FY11,LM,Lower middle income
FSM,2010,FY12,LM,Lower middle income
FSM,2011,FY13,LM,Lower middle income
FSM,2012,FY14,LM,Lower middle income
FSM,2013,FY15,LM,Lower middle income
FSM,2014,FY16,LM,Lower middle income
FSM,2015,FY17,LM,Lower middle income
FSM,2016,FY18,LM,Lower middle income
FSM,2017,FY19,LM,Lower middle income
FSM,2018,FY20,LM,Lower middle income
FSM,2019,FY21,LM,Lower middle income
FSM,2020,FY22,LM,Lower middle income
FSM,2021,FY23,LM,Lower middle income
FSM,2022,FY24,LM,Lower middle income
FSM,2023,FY25,LM,Lower middle income
FSM,2024,FY26,LM,Lower middle income
FSM,2025,FY27,UM,Upper middle income
GAB,1987,FY89,UM,Upper middle income
GAB,1988,FY90,UM,Upper middle income
GAB,1989,FY91,UM,Upper middle income
GAB,1990,FY92,UM,Upper middle income
GAB,1991,FY93,UM,Upper middle income
GAB,1992,FY94,UM,Upper middle income
GAB,1993,FY95,UM,Upper middle income
GAB,1994,FY96,UM,Upper middle income
GAB,1995,FY97,UM,Upper middle income
GAB,1996,FY98,UM,Upper middle income
GAB,1997,FY99,UM,Upper middle income
GAB,1998,FY00,UM,Upper middle income
GAB,1999,FY01,UM,Upper middle income
GAB,2000,FY02,UM,Upper middle income
GAB,2001,FY03,UM,Upper middle income
GAB,2002,FY04,UM,Upper middle income
GAB,2003,FY05,UM,Upper middle income
GAB,2004,FY06,UM,Upper middle income
GAB,2005,FY07,UM,Upper middle income
GAB,2006,FY08,UM,Upper middle income
GAB,2007,FY09,UM,Upper middle income
GAB,2008,FY10,UM,Upper middle income
GAB,2009,FY11,UM,Upper middle income
GAB,2010,FY12,UM,Upper middle income
GAB,2011,FY13,UM,Upper middle income
GAB,2012,FY14,UM,Upper middle income
GAB,2013,FY15,UM,Upper middle income
GAB,2014,FY16,UM,Upper middle income
GAB,2015,FY17,UM,Upper middle income
GAB,2016,FY18,UM,Upper middle income
GAB,2017,FY19,UM,Upper middle income
GAB,2018,FY20,UM,Upper middle income
GAB,2019,FY21,UM,Upper middle income
GAB,2020,FY22,UM,Upper middle income
GAB,2021,FY23,UM,Upper middle income
